Name,Positions,KeyPasses,Dribble,Dispossed,BadControl
Nikola Milenkovic,",  D(CR)  ",0.5	,-	,-	,0.3	
Marquinhos,",  D(CR),DMC  ",0.2	,-	,0.1	,0.1	
Benoît Badiashile,",  D(C)  ",0.1	,-	,-	,0.3	
Alexander Nübel,",  GK  ",0.1	,-	,-	,0.1	
Suat Serdar,",  M(CLR)  ",0.6	,1.4	,1.1	,1.3	
Oliver Baumann,",  GK  ",0.1	,-	,-	,-	
Destiny Udogie,",  M(L)  ",0.9	,0.8	,1.1	,2.8	
Chancel Mbemba,",  D(CLR),DMC  ",0.1	,0.3	,0.3	,0.5	
Davide Frattesi,",  DMC  ",0.9	,1.3	,1.3	,1.6	
Chimy Avila,",  AM(LR),FW  ",1	,0.8	,0.9	,1.8	
Deiver Machado,",  M(L)  ",0.5	,0.2	,0.2	,1.2	
Julian Ryerson,",  D(R),M(CLR)  ",0.6	,1.2	,1.1	,0.8	
Joe Willock,",  M(C)  ",1.1	,0.4	,0.8	,2.1	
Alexander Djiku,",  D(CR),DMC  ",0.3	,0.1	,0.3	,0.4	
Timothy Castagne,",  D(CLR),M(LR)  ",0.7	,0.2	,0.6	,0.9	
Hamza Sakhi,",  AM(C)  ",1.8	,0.6	,0.5	,0.9	
Nick Pope,",  GK  ",-	,-	,-	,-	
Ismaily,",  D(L)  ",0.9	,0.3	,0.8	,0.8	
Christopher Lenz,",  D(L),M(L)  ",1	,0.3	,0.3	,0.4	
Kingsley Coman,",  M(LR),FW  ",1.8	,1.4	,1	,1.8	
André Almeida,",  M(C)  ",0.9	,0.6	,1.5	,0.8	
Ademola Lookman,",  AM(CLR),FW  ",1.2	,0.9	,1.6	,1.1	
Exequiel Palacios,",  M(C)  ",0.6	,-	,1.1	,0.8	
Nicolas Höfler,",  D(C),DMC  ",0.2	,0.5	,0.3	,0.5	
Wladimiro Falcone,",  GK  ",-	,-	,-	,-	
Neto Borges,",  D(L),M(L)  ",1.3	,1.3	,0.8	,0.8	
Simone Bastoni,",  D(L),DMC,M(L)  ",1.4	,0.3	,1	,1.1	
Sandro Tonali,",  DMC  ",1.8	,0.2	,0.5	,1.3	
Carlos Augusto,",  D(L),M(L)  ",0.2	,1.1	,0.8	,1.1	
Junior Messias,",  AM(CR),FW  ",0.7	,0.9	,0.5	,1.2	
James Ward-Prowse,",  M(CR)  ",2	,0.2	,0.8	,0.8	
Bryan Cristante,",  D(C),M(C)  ",0.5	,0.3	,0.3	,0.9	
Christian Kouamé,",  AM(LR),FW  ",1.6	,0.7	,1.5	,3.4	
Mason Mount,",  M(CLR)  ",1.3	,0.8	,1.4	,1.7	
Franck Honorat,",  M(LR),FW  ",2.3	,0.5	,0.7	,1.9	
William Saliba,",  D(C)  ",0.2	,0.3	,0.2	,0.6	
Dani Olmo,",  AM(CLR),FW  ",1.6	,1	,1.5	,2.1	
Dominic Solanke,",  FW  ",0.5	,0.8	,2	,3.5	
Kevin Gameiro,",  FW  ",0.9	,0.6	,0.8	,1.5	
Moi Gómez,",  M(CLR)  ",2.1	,0.8	,0.5	,1	
Gabriel Strefezza,",  M(LR)  ",0.8	,1.2	,1.4	,2.5	
Raúl Albiol,",  D(C)  ",-	,0.1	,0.2	,0.2	
Junya Ito,",  AM(LR),FW  ",1.9	,1.3	,1.3	,2.9	
Trent Alexander-Arnold,",  D(R),M(R)  ",1.9	,0.2	,0.4	,0.9	
Jesper Lindstrøm,",  AM(CR),FW  ",0.7	,1	,1.7	,1.8	
Manuel Neuer,",  GK  ",-	,-	,-	,0.1	
Philipp Hofmann,",  FW  ",0.9	,0.4	,1.5	,1.9	
Marko Arnautovic,",  AM(CLR),FW  ",1.5	,0.5	,1.2	,2.2	
Valentin Rongier,",  D(R),M(C)  ",1	,0.5	,0.5	,0.8	
Luigi Sepe,",  GK  ",-	,-	,-	,0.1	
Ermedin Demirovic,",  AM(L),FW  ",0.9	,0.6	,1.1	,1.9	
Matthijs de Ligt,",  D(C)  ",0.2	,-	,-	,0.3	
Edgar González,",  D(C),DMC  ",0.1	,0.1	,0.1	,0.2	
Georginio Rutter,",  FW  ",0.7	,2.1	,1.7	,3.1	
Danilo Pereira,",  D(C),DMC  ",0.1	,0.1	,0.5	,0.4	
Mario Götze,",  M(CLR),FW  ",1.3	,0.6	,1	,1.6	
Jonathan Gradit,",  D(CR)  ",0.4	,0.5	,0.2	,0.7	
Mërgim Berisha,",  AM(C),FW  ",1.5	,0.3	,1.7	,2.3	
Morten Hjulmand,",  DMC  ",0.6	,0.3	,0.7	,0.9	
Matteo Politano,",  AM(CLR),FW  ",1.5	,1.1	,0.8	,1.4	
Tammy Abraham,",  FW  ",1.1	,0.5	,0.7	,2.1	
Armel Bella-Kotchap,",  D(C)  ",0.2	,0.2	,0.4	,0.6	
Ridle Baku,",  D(R),M(CR)  ",1	,0.4	,0.5	,1.7	
Angeliño,",  D(L),M(L)  ",2.1	,0.4	,0.6	,0.8	
Sven Botman,",  D(C)  ",0.5	,-	,-	,0.2	
Etienne Capoue,",  D(C),M(CL)  ",0.3	,0.8	,0.5	,1	
David Soria,",  GK  ",0.1	,-	,-	,-	
Manu Koné,",  DMC  ",0.6	,1.6	,1.5	,2.1	
Rúben Dias,",  D(C)  ",0.2	,0.3	,-	,-	
Nicolò Rovella,",  DMC  ",1.4	,0.2	,0.4	,0.9	
Marcus Rashford,",  AM(CLR),FW  ",0.7	,1.3	,1.2	,2.4	
William Carvalho,",  DMC  ",0.3	,1.2	,0.8	,1	
Neco Williams,",  D(LR),M(LR)  ",0.7	,0.8	,0.9	,1.1	
Boulaye Dia,",  AM(R),FW  ",0.9	,0.8	,1.9	,1.9	
Folarin Balogun,",  FW  ",0.7	,0.9	,2.3	,2.2	
Andrew Robertson,",  D(L),M(L)  ",2	,0.5	,0.6	,1	
Gédéon Kalulu,",  D(R)  ",0.9	,0.8	,0.7	,1.2	
Marshall Munetsi,",  D(C),DMC  ",0.8	,0.8	,0.6	,1.8	
Kalidou Koulibaly,",  D(C)  ",0.2	,0.3	,0.1	,0.4	
Eray Cömert,",  D(C)  ",0.2	,0.1	,-	,0.1	
Kenny Tete,",  D(CR),M(R)  ",0.6	,-	,0.6	,0.9	
Aaron Cresswell,",  D(CL),M(L)  ",2.1	,0.1	,0.4	,0.2	
Michael Olise,",  AM(CLR)  ",1.5	,1.4	,0.8	,2.2	
Stijn Spierings,",  M(C)  ",0.7	,0.7	,0.7	,1.1	
José Giménez,",  D(CR)  ",-	,-	,-	,0.2	
Lisandro Martínez,",  D(CL),DMC  ",0.1	,0.4	,0.5	,0.5	
Virgil van Dijk,",  D(C)  ",0.1	,0.1	,-	,0.4	
Laurent Abergel,",  DMC  ",0.7	,0.4	,0.6	,1	
Rui Silva,",  GK  ",-	,-	,-	,-	
Stefan de Vrij,",  D(C)  ",-	,0.1	,0.3	,0.2	
Anthony Rouault,",  D(C)  ",0.2	,0.1	,-	,0.7	
Che Adams,",  AM(CL),FW  ",1.1	,0.7	,0.8	,2.9	
Ellyes Skhiri,",  DMC  ",1.1	,0.8	,0.4	,0.9	
Lukasz Fabianski,",  GK  ",-	,-	,-	,0.1	
Fernando Martínez,",  GK  ",-	,-	,-	,-	
Mouctar Diakhaby,",  D(C)  ",0.2	,-	,0.2	,0.7	
Harvey Barnes,",  AM(CL)  ",0.5	,0.7	,1.5	,2.7	
Eric García,",  D(C)  ",-	,-	,-	,0.2	
Salis Abdul Samed,",  DMC  ",0.6	,0.6	,1.4	,1.3	
Florian Niederlechner,",  AM(CR),FW  ",0.4	,0.3	,0.8	,1.1	
Oriol Romeu,",  DMC  ",0.5	,0.5	,0.6	,0.7	
Hamari Traoré,",  D(R),M(R)  ",0.6	,0.1	,0.3	,0.9	
Noussair Mazraoui,",  D(R)  ",0.9	,0.5	,0.1	,0.5	
Leonardo Balerdi,",  D(C)  ",0.1	,0.3	,-	,0.7	
Sergio Escudero,",  D(L),M(L)  ",0.8	,0.2	,0.6	,0.7	
David García,",  D(C)  ",0.2	,-	,-	,0.3	
Loïs Openda,",  FW  ",0.6	,0.2	,0.7	,1.7	
Stefan Savic,",  D(C)  ",0.1	,0.2	,0.3	,0.1	
Álex Moreno,",  D(L),M(L)  ",0.7	,0.8	,0.5	,1.6	
Pasquale Mazzocchi,",  D(R),M(LR)  ",1.7	,1.6	,1.3	,2	
Ben Davies,",  D(CL),M(L)  ",0.9	,0.1	,0.3	,0.8	
Karim Onisiwo,",  AM(LR),FW  ",1.4	,0.9	,1.6	,4	
Dan Burn,",  D(CL),M(L)  ",0.3	,0.1	,0.3	,0.3	
Felix Nmecha,",  M(C)  ",0.5	,0.5	,0.2	,1.3	
Marius Wolf,",  D(R),M(CLR)  ",0.9	,0.8	,0.5	,1.3	
Andreas Pereira,",  M(CLR)  ",2.3	,0.4	,1.4	,2	
Sergio Ramos,",  D(CR)  ",0.1	,0.3	,0.1	,0.1	
Jordan Veretout,",  M(C)  ",0.6	,0.2	,0.3	,1	
Eric Dier,",  D(CR),DMC  ",0.3	,-	,0.1	,0.3	
Mohamed Simakan,",  D(CR)  ",0.2	,0.3	,0.1	,0.8	
Gavi,",  AM(CL)  ",1.2	,0.8	,0.4	,1.4	
Gregor Kobel,",  GK  ",-	,-	,-	,0.1	
Gonzalo Plata,",  AM(R)  ",1.1	,1.8	,0.9	,1.8	
Dante,",  D(C)  ",0.1	,-	,0.4	,0.4	
Denzel Dumfries,",  D(R),M(R)  ",1.1	,0.3	,0.5	,1.3	
Yunis Abdelhamid,",  D(C)  ",0.3	,0.4	,0.8	,0.6	
Vicente Guaita,",  GK  ",-	,-	,-	,-	
Johan Gastien,",  DMC  ",1	,0.2	,0.4	,1	
César Azpilicueta,",  D(CLR),M(R)  ",0.8	,0.3	,0.2	,0.4	
Steve Mandanda,",  GK  ",0.1	,0.1	,-	,0.2	
Lazar Samardzic,",  M(C)  ",1	,0.1	,0.6	,1.1	
Mario Lemina,",  DMC  ",0.3	,0.7	,0.1	,0.3	
Alex Iwobi,",  M(CLR)  ",1.8	,0.8	,1.5	,1.9	
Dejan Ljubicic,",  M(CR)  ",1.1	,0.3	,0.3	,1.3	
Jimmy Cabot,",  M(LR)  ",1.5	,1.1	,0.5	,2.4	
Silas Mvumpa,",  M(LR),FW  ",0.8	,1.8	,1.8	,2.1	
Ante Rebic,",  AM(CLR),FW  ",0.8	,0.7	,0.9	,1.4	
James Justin,",  D(CLR),M(LR)  ",0.5	,0.3	,0.4	,1.1	
Óscar Trejo,",  M(CLR),FW  ",1.5	,1.5	,2.3	,2.3	
Azzedine Ounahi,",  AM(CR)  ",1.2	,2.6	,0.9	,1.8	
Facundo Medina,",  D(CL)  ",0.4	,0.8	,0.6	,0.7	
Ola Aina,",  D(CLR),M(LR)  ",0.7	,1.1	,0.4	,0.8	
Alidu Seidu,",  D(CR)  ",0.4	,1.1	,0.4	,1.1	
Nemanja Gudelj,",  D(C),M(C)  ",0.2	,-	,-	,0.8	
Vanderson,",  D(R),M(R)  ",0.4	,0.9	,0.4	,0.9	
Cheick Oumar Doucouré,",  DMC  ",0.8	,0.3	,0.9	,0.7	
Brice Samba,",  GK  ",0.1	,0.1	,-	,-	
Lewis Ferguson,",  M(C)  ",0.3	,0.1	,0.4	,1.1	
Martín Zubimendi,",  DMC  ",0.4	,0.3	,0.5	,0.6	
Emmanuel Agbadou,",  D(C),DMC  ",0.2	,0.3	,0.3	,0.8	
Edu Expósito,",  M(C)  ",1.1	,0.4	,0.4	,1.4	
Federico Baschirotto,",  D(C)  ",0.1	,-	,0.1	,0.3	
Lars Stindl,",  M(CLR),FW  ",1.5	,0.3	,0.5	,0.9	
Johann Lepenant,",  M(C)  ",0.3	,1.4	,0.7	,1.4	
Óscar Rodríguez,",  AM(CLR)  ",1.1	,0.3	,0.4	,1.4	
Farès Chaïbi,",  Midfielder  ",1.1	,0.2	,0.5	,1.6	
Nicolás Domínguez,",  M(C)  ",1.1	,0.4	,0.8	,2.4	
Thierry Correia,",  D(R),M(R)  ",0.6	,0.5	,0.6	,1.2	
Montassar Talbi,",  D(C)  ",0.2	,0.2	,0.1	,0.3	
Bryan Mbeumo,",  AM(LR),FW  ",1	,1	,1.3	,1.6	
Javi Galán,",  D(L),M(L)  ",1.3	,1.9	,1.5	,1.9	
Arkadiusz Milik,",  AM(C),FW  ",0.4	,0.2	,0.7	,1.6	
Mounaïm El Idrissy,",  FW  ",0.4	,0.3	,1.1	,2.7	
Quentin Merlin,",  D(L),M(L)  ",1.7	,0.8	,0.7	,1	
Philipp Lienhart,",  D(C)  ",0.1	,0.1	,0.1	,0.7	
Mohammed Salisu,",  D(CL)  ",0.3	,0.5	,0.4	,0.1	
Nikola Vlasic,",  AM(CLR),FW  ",1.6	,0.9	,1.7	,3.6	
Takefusa Kubo,",  AM(CLR),FW  ",1	,0.3	,1.6	,2.8	
Milos Veljkovic,",  D(C),DMC  ",0.1	,0.1	,-	,0.1	
Jonjoe Kenny,",  D(LR),M(R)  ",0.7	,0.3	,0.3	,1.1	
Leonardo Sernicola,",  M(R)  ",0.9	,0.3	,0.7	,1	
Santi Comesaña,",  M(C)  ",1	,0.6	,0.5	,0.9	
Óscar Valentín,",  DMC  ",0.7	,0.1	,0.3	,0.8	
Brian Oliván,",  D(CL)  ",1.3	,0.1	,0.4	,0.7	
Brenden Aaronson,",  AM(CLR)  ",1.9	,1.4	,2.9	,2.3	
Vitinha,",  M(C)  ",0.3	,1	,0.8	,0.8	
Samu Castillejo,",  AM(CLR)  ",1.2	,1.4	,0.8	,2.4	
Luke Shaw,",  D(CL),M(L)  ",1.3	,-	,0.3	,0.7	
Flavien Tait,",  M(CLR)  ",0.9	,1	,1.1	,0.7	
Habib Diallo,",  AM(R),FW  ",0.5	,0.7	,0.9	,3.3	
Hugo Lloris,",  GK  ",-	,-	,-	,0.1	
Luca Pellegrini,",  D(L),M(L)  ",0.9	,1.2	,0.6	,0.8	
Maxime Estève,",  D(C)  ",0.1	,0.3	,0.2	,0.2	
Nico Elvedi,",  D(CLR)  ",0.3	,-	,-	,0.1	
Joe Gomez,",  D(CLR)  ",0.1	,0.3	,0.2	,0.8	
Walace,",  DMC  ",0.5	,0.3	,1.1	,1.2	
Óscar De Marcos,",  D(LR),M(CR)  ",1.3	,0.1	,0.4	,0.4	
Alejandro Catena,",  D(C)  ",0.2	,-	,0.1	,0.3	
Brahim Díaz,",  AM(CLR)  ",1.2	,0.8	,1.2	,1.8	
Kaoru Mitoma,",  M(L)  ",1.1	,1	,0.6	,0.8	
Mattéo Guendouzi,",  M(C)  ",0.7	,0.6	,0.4	,1.1	
Djibril Sow,",  M(C)  ",0.7	,0.3	,0.4	,0.6	
Marc Roca,",  DMC  ",0.8	,0.6	,0.6	,0.4	
Antonio Raíllo,",  D(C)  ",0.2	,0.1	,0.1	,0.2	
Mathias Autret,",  M(CLR)  ",1.2	,0.5	,0.2	,0.8	
Lucas Robertone,",  AM(C)  ",1.1	,0.5	,0.3	,0.8	
Ivan Perisic,",  M(CLR),FW  ",1.6	,0.5	,0.6	,1	
Kiernan Dewsbury-Hall,",  M(C)  ",1.5	,0.8	,1	,2.2	
Danny Welbeck,",  AM(CLR),FW  ",1	,0.5	,0.7	,3.1	
Yeremy Pino,",  AM(LR)  ",0.6	,0.9	,1.1	,1	
Christian Günter,",  D(L),M(L)  ",2	,0.2	,0.5	,0.5	
Santiago Bueno,",  D(C)  ",0.2	,0.1	,-	,0.1	
Rolando Mandragora,",  DMC  ",1	,0.2	,0.2	,0.6	
Kevin Stöger,",  M(CL)  ",2.4	,0.8	,1.2	,1.4	
Amadou Onana,",  DMC  ",0.5	,0.6	,0.4	,1.5	
Julien Laporte,",  D(C)  ",0.1	,0.1	,0.1	,0.2	
Aaron Ramsey,",  M(CLR)  ",0.8	,0.8	,0.9	,0.5	
Elye Wahi,",  AM(L),FW  ",0.5	,0.5	,1.5	,3.4	
Nicolas Pallois,",  D(C)  ",0.1	,0.1	,0.4	,0.7	
Xaver Schlager,",  M(C)  ",0.4	,0.5	,0.9	,0.9	
Nordi Mukiele,",  D(CR),M(R)  ",0.2	,0.3	,0.4	,0.6	
Marcel Sabitzer,",  M(CLR),FW  ",0.4	,0.1	,0.2	,0.4	
Mathias Jensen,",  M(C)  ",1.5	,0.3	,0.9	,2	
Aaron Ramsdale,",  GK  ",-	,0.1	,-	,-	
﻿Javi Sánchez,",  D(C)  ",0.1	,0.1	,0.3	,0.3	
Guillermo Maripán,",  D(C)  ",0.1	,0.1	,-	,0.2	
Patric,",  D(CR),M(R)  ",-	,0.1	,-	,0.2	
Saïd Benrahma,",  AM(CLR)  ",1.2	,2	,1.2	,1.6	
Jack Harrison,",  AM(CLR),FW  ",1.8	,1.4	,1.7	,3.1	
Kyle Walker-Peters,",  D(LR),M(R)  ",0.6	,1.3	,2.1	,1.3	
Daniel Amartey,",  D(CR),DMC  ",0.3	,0.1	,0.3	,0.3	
Íñigo Martínez,",  D(C)  ",0.4	,-	,0.2	,0.4	
Marco Friedl,",  D(CL),M(L)  ",0.5	,0.3	,0.4	,0.4	
Vitaly Janelt,",  DMC  ",0.4	,0.5	,0.5	,0.6	
Joe Aribo,",  M(CLR),FW  ",0.6	,0.9	,1.1	,1.7	
Perr Schuurs,",  D(C)  ",-	,0.2	,0.3	,0.6	
Emil Holm,",  M(R)  ",0.9	,1	,0.9	,1.9	
Zeki Çelik,",  D(R),M(R)  ",1.2	,-	,0.6	,0.8	
Thiago Mendes,",  D(CR),M(CR)  ",0.2	,0.2	,0.4	,0.8	
Jonas Omlin,",  GK  ",-	,-	,-	,-	
John Stones,",  D(CR)  ",0.6	,0.3	,0.1	,0.3	
Yannick Gerhardt,",  D(L),M(CL)  ",0.9	,0.1	,0.5	,0.8	
Emanuel Aiwu,",  D(C)  ",0.2	,0.1	,0.2	,0.5	
Nathan Patterson,",  D(R),M(R)  ",0.3	,0.6	,0.4	,1.6	
Oihan Sancet,",  M(C),FW  ",1	,0.9	,1.5	,2.2	
Illan Meslier,",  GK  ",-	,-	,-	,-	
Arnau Martinez,",  D(R)  ",1.4	,0.5	,0.6	,1.3	
Roque Mesa,",  DMC  ",1	,0.7	,1.3	,1.1	
Dennis Geiger,",  M(C)  ",1.6	,0.3	,0.4	,0.6	
Tiago Djaló,",  D(CLR)  ",0.1	,0.1	,0.3	,0.4	
Florian Lejeune,",  D(C)  ",0.3	,0.3	,0.1	,-	
Morgan Gibbs-White,",  AM(CR),FW  ",1.5	,0.9	,1.5	,2.6	
Hans Hateboer,",  D(R),M(R)  ",0.8	,0.3	,0.4	,0.6	
Raheem Sterling,",  M(CLR),FW  ",1.5	,0.9	,2.4	,2	
Faitout Maouassa,",  D(L),M(LR)  ",0.9	,0.2	,0.9	,1.2	
Manuel Riemann,",  GK  ",0.1	,-	,-	,-	
Dominik Kohr,",  DMC  ",0.6	,0.1	,0.1	,0.4	
Maximiliano Caufriez,",  D(CR)  ",-	,0.1	,0.2	,0.4	
Ansu Fati,",  AM(L)  ",0.4	,0.9	,0.7	,0.9	
Leon Bailey,",  M(CLR),FW  ",0.9	,1.2	,1.4	,1.7	
Mostafa Mohamed,",  FW  ",0.7	,0.2	,0.7	,1.6	
Matteo Pessina,",  AM(CR)  ",0.8	,0.6	,1.5	,1.8	
Domingos Duarte,",  D(C)  ",0.2	,0.2	,-	,0.2	
Marcelo Brozovic,",  M(CR)  ",0.4	,0.6	,0.1	,0.7	
Alex Meret,",  GK  ",-	,-	,-	,-	
Adrián Embarba,",  AM(CLR),FW  ",1.2	,1.2	,0.9	,0.6	
Léo Baptistão,",  AM(CLR),FW  ",0.7	,0.4	,0.6	,1.5	
Waldemar Anton,",  D(CR),DMC  ",0.4	,0.3	,0.4	,0.5	
Alex Sandro,",  D(CL),M(L)  ",0.5	,0.7	,0.4	,1	
Lassana Coulibaly,",  M(CL)  ",0.6	,1.3	,0.9	,2.3	
Beto,",  FW  ",0.5	,0.4	,1.1	,3.1	
Fabinho,",  D(CR),DMC  ",0.4	,0.1	,0.2	,0.7	
Anthony Jung,",  D(CL),M(L)  ",0.8	,0.1	,0.6	,0.9	
Fran García,",  D(L)  ",0.9	,0.6	,0.3	,1.1	
Leonardo Bonucci,",  D(C)  ",0.2	,0.1	,-	,0.2	
Edgar Badia,",  GK  ",-	,-	,-	,0.1	
Sergio Camello,",  FW  ",0.9	,0.5	,0.8	,1.8	
Sebastian Rode,",  D(R),M(C)  ",0.6	,0.1	,0.3	,0.1	
Vitaliy Mykolenko,",  D(CL),M(L)  ",0.7	,0.3	,0.3	,0.7	
Luis Alberto,",  AM(CL),FW  ",0.9	,0.2	,0.5	,0.8	
Maxence Caqueret,",  DMC  ",1	,0.6	,0.9	,1.5	
Predrag Rajkovic,",  GK  ",-	,0.1	,0.1	,0.1	
Boubakary Soumaré,",  DMC  ",0.2	,0.3	,0.9	,0.5	
Grischa Prömel,",  M(C)  ",0.6	,0.2	,0.8	,1.4	
Wahbi Khazri,",  M(CLR),FW  ",0.5	,1.2	,1.5	,2.5	
Sergi Roberto,",  D(R),M(CR)  ",0.3	,0.1	,0.1	,0.3	
Ferland Mendy,",  D(L),M(L)  ",1	,1.4	,1	,1.2	
Jubal,",  D(C)  ",0.1	,0.1	,0.1	,0.5	
Koray Günter,",  D(C)  ",0.6	,0.2	,0.1	,0.2	
Kai Havertz,",  M(CR),FW  ",0.5	,0.5	,1.5	,2.4	
Muhammed Cham,",  AM(C)  ",1.1	,0.7	,1.9	,1.1	
Vincent Le Goff,",  D(L),M(L)  ",0.3	,0.4	,0.5	,0.5	
Munas Dabbur,",  AM(C),FW  ",0.8	,0.3	,0.8	,1	
Jeffrey Gouweleeuw,",  D(C)  ",0.4	,0.4	,0.3	,0.3	
Koke,",  M(CLR)  ",1	,0.3	,0.6	,0.8	
Kurt Zouma,",  D(CR)  ",-	,-	,-	,0.3	
Flavius Daniliuc,",  D(CR)  ",0.2	,0.1	,0.1	,0.4	
Justin Kluivert,",  AM(LR)  ",1.1	,0.4	,0.7	,1.2	
João Félix,",  AM(CL),FW  ",0.7	,0.4	,0.4	,1.6	
Danilo Cataldi,",  M(C)  ",0.8	,0.3	,0.2	,0.2	
Yvon Mvogo,",  GK  ",-	,0.1	,-	,0.1	
Massadio Haïdara,",  D(CL),M(L)  ",0.2	,0.2	,0.1	,0.6	
