Name,Positions,AveragePasses,Crosses,LongBalls,ThroughBalls
Salih Özcan,",  M(C)  ",47.8	,0.1	,2.8	,-	
Krzysztof Piatek,",  FW  ",14.8	,0.1	,0.5	,-	
Jordan Ferri,",  M(C)  ",56.5	,0.3	,4.7	,0.2	
Joan Gonzàlez,",  M(C)  ",22.2	,0.1	,0.9	,0.1	
Kamory Doumbia,",  AM(C)  ",20.3	,-	,0.6	,-	
kiko Femenia,",  D(LR),M(R)  ",40.6	,0.4	,1	,-	
Luis Sinisterra,",  AM(LR),FW  ",21	,0.1	,0.6	,0.1	
Sergio Canales,",  M(CLR)  ",41.9	,1.4	,2.4	,0.2	
Luca Caldirola,",  D(CL)  ",54.1	,-	,2.6	,-	
Emiliano Buendía,",  M(CLR)  ",23.2	,0.1	,1.6	,0.1	
Jordan Henderson,",  D(C),M(CLR)  ",43.4	,0.2	,2.8	,0.3	
Philipp Förster,",  M(CLR),FW  ",18.6	,0.7	,0.9	,-	
Tomás Rincón,",  M(CR)  ",38.1	,0.3	,1.9	,0.1	
Andrea Colpani,",  Midfielder  ",14.2	,-	,0.5	,0.1	
Renato Sanches,",  M(CR)  ",27.8	,0.1	,1.5	,-	
Antonino Gallo,",  D(L)  ",30.1	,0.8	,2.6	,-	
Adrien Hunou,",  AM(CLR),FW  ",23.6	,0.1	,0.5	,0.1	
Eduardo Camavinga,",  DMC  ",24.5	,0.1	,0.8	,0.1	
Marco Bizot,",  GK  ",22.4	,-	,4.9	,-	
Jens Cajuste,",  DMC  ",20.8	,-	,0.9	,0.1	
Richarlison,",  AM(CLR),FW  ",13	,0.3	,0.6	,0.2	
Christoph Kramer,",  M(C)  ",46.2	,0.1	,0.7	,-	
Carles Aleñá,",  AM(CLR)  ",32.4	,0.2	,2	,0.1	
Leonardo Bittencourt,",  M(CLR),FW  ",25.4	,0.1	,1	,-	
Anthony Losilla,",  D(C),DMC  ",33.1	,0.1	,1.3	,-	
Jefferson Lerma,",  D(R),DMC  ",43.3	,-	,1.3	,0.1	
Ignatius Ganago,",  AM(LR),FW  ",9.7	,0.1	,0.3	,-	
Joël Veltman,",  D(CR),M(R)  ",43.3	,0.2	,1.8	,0.1	
Ryan Christie,",  AM(CLR),FW  ",17.1	,0.1	,0.4	,-	
Edmond Tapsoba,",  D(C)  ",66.3	,-	,4.5	,0.1	
Cédric Brunner,",  D(CR)  ",31.2	,0.8	,1.8	,-	
Assan Ceesay,",  FW  ",11.4	,0.1	,0.3	,-	
Manu Sánchez,",  D(L)  ",16.3	,0.6	,0.6	,-	
Samuel Gigot,",  D(C)  ",41.3	,-	,1.3	,-	
Marcus Ingvartsen,",  AM(CR),FW  ",12.3	,-	,0.2	,-	
Ben Chilwell,",  D(L),M(L)  ",27.2	,0.2	,0.6	,-	
Ryan Sessegnon,",  D(L),M(LR)  ",20	,0.3	,0.4	,0.1	
Elbasan Rashani,",  AM(LR)  ",18.8	,0.1	,0.2	,-	
Joe Scally,",  D(R),M(R)  ",35	,0.5	,1.3	,-	
Valentin Gendrey,",  D(R)  ",28.1	,0.1	,0.7	,-	
Yangel Herrera,",  M(C)  ",22.8	,0.3	,0.9	,0.1	
Charles De Ketelaere,",  M(CLR),FW  ",13.5	,-	,0.3	,0.2	
Francesco Acerbi,",  D(C)  ",53.9	,-	,3.9	,-	
Rogerio,",  D(L),M(L)  ",47.4	,0.9	,4.1	,-	
Ivan Ordets,",  D(C)  ",31	,-	,2	,-	
Giacomo Raspadori,",  AM(CL),FW  ",24.2	,0.2	,0.9	,-	
Dylan Bronn,",  D(C)  ",39.5	,0.1	,2.3	,-	
Vanja Milinkovic-Savic,",  GK  ",40.3	,-	,8.1	,-	
Alessandro Buongiorno,",  D(C)  ",36.8	,0.1	,1.1	,-	
Danilo Soares,",  D(L),M(L)  ",34.6	,-	,2.4	,-	
Jan Oblak,",  GK  ",22.3	,-	,3.6	,-	
Aaron Hickey,",  D(LR),M(LR)  ",27.7	,0.1	,0.6	,-	
Yohann Magnin,",  DMC  ",33.7	,0.1	,2.1	,0.1	
Sergio León,",  FW  ",6.5	,0.1	,0.4	,-	
Evann Guessand,",  AM(R),FW  ",10.4	,0.1	,0.4	,-	
Pere Milla,",  AM(CL),FW  ",22.2	,0.1	,1	,0.2	
Kevin Behrens,",  FW  ",10.1	,-	,0.1	,-	
Édouard Mendy,",  GK  ",25.1	,-	,4.7	,-	
Giorgio Scalvini,",  D(C)  ",29.5	,0.2	,2.6	,-	
Luka Lochoshvili,",  D(C)  ",35.6	,0.1	,1.1	,-	
Joseph Aidoo,",  D(C)  ",52.1	,-	,2.4	,-	
Jean-Clair Todibo,",  D(C)  ",60.5	,-	,3	,-	
José Ángel Carmona,",  D(C)  ",25.7	,0.3	,0.7	,-	
Mohamed Elyounoussi,",  AM(CLR),FW  ",19.7	,0.4	,0.7	,0.2	
Kieffer Moore,",  FW  ",14.9	,0.1	,0.1	,-	
Marco Asensio,",  AM(CLR),FW  ",9.6	,0.3	,0.4	,0.1	
Patrick Ciurria,",  M(R)  ",26.1	,0.7	,0.9	,-	
Divock Origi,",  AM(LR),FW  ",7.9	,-	,0.2	,-	
Gerrit Holtmann,",  D(L),M(LR)  ",12.8	,0.3	,0.1	,-	
Samuel Chukwueze,",  AM(CR)  ",14.1	,0.3	,0.5	,-	
Nathan Collins,",  D(CR)  ",52.5	,-	,3.8	,-	
Adam Lallana,",  M(CLR)  ",18.9	,0.2	,0.1	,-	
Sebastiaan Bornauw,",  D(C)  ",35.7	,-	,1.9	,-	
Sam Lammers,",  FW  ",16.1	,-	,0.1	,-	
Giovanni Reyna,",  AM(CLR)  ",12.8	,0.5	,0.2	,-	
Alexander Hack,",  D(C)  ",37.9	,-	,4.7	,-	
Leandro Cabrera,",  D(CL)  ",44	,-	,3.4	,-	
Ángel Correa,",  AM(CLR),FW  ",14.2	,0.3	,0.3	,-	
Brecht Dejaegere,",  AM(C)  ",21.3	,-	,0.7	,0.1	
Neeskens Kebano,",  AM(CLR)  ",14	,0.3	,0.1	,-	
Adam Webster,",  D(C)  ",66	,0.1	,4.1	,-	
André Gomes,",  M(CLR)  ",43.7	,0.1	,1.6	,-	
Alex Telles,",  D(L),M(L)  ",23.7	,1.3	,0.7	,-	
Nicolas Jackson,",  FW  ",10.2	,0.1	,0.2	,-	
Jeff Reine-Adélaïde,",  AM(CLR),FW  ",26.2	,0.2	,0.5	,0.1	
Tobias Mohr,",  D(L),M(CL)  ",26.7	,1	,3.2	,0.1	
Jeremy Toljan,",  D(LR),M(LR)  ",41.1	,0.3	,2.1	,0.1	
Ferran Torres,",  AM(LR),FW  ",16.3	,0.1	,0.6	,-	
Jonny Evans,",  D(CL)  ",74.4	,-	,4.3	,-	
Benoît Costil,",  GK  ",27.1	,-	,8.4	,-	
Unai Simón,",  GK  ",24.9	,-	,4.5	,-	
Rayan Aït-Nouri,",  D(L),M(L)  ",29.4	,0.5	,0.6	,-	
Toni Lato,",  D(L)  ",19.9	,0.6	,0.9	,-	
Charalampos Lykogiannis,",  D(CL),M(L)  ",20.3	,0.7	,1.1	,-	
Thierno Baldé,",  D(R)  ",25.3	,0.2	,0.3	,-	
Dany Mota,",  FW  ",16.5	,0.2	,0.3	,-	
Jonathan Burkardt,",  AM(CR),FW  ",8.7	,0.2	,0.3	,0.1	
Yoane Wissa,",  AM(L),FW  ",8.7	,-	,0.3	,-	
Anthony Caci,",  D(CLR),M(L)  ",28.7	,0.6	,3.4	,-	
Nico González,",  DMC  ",30.5	,-	,1.3	,-	
Duván Zapata,",  FW  ",15.4	,-	,0.2	,-	
Cheikhou Kouyaté,",  D(CR),DMC  ",17.1	,-	,0.9	,-	
Josuha Guilavogui,",  D(C),M(C)  ",20.6	,-	,1.8	,-	
Tonny Vilhena,",  D(L),M(CL)  ",26.3	,0.5	,0.7	,-	
Antonio Rüdiger,",  D(CR)  ",40.5	,-	,1.8	,0.1	
Filip Djuricic,",  AM(CLR),FW  ",22.9	,0.6	,0.9	,-	
Nacho Vidal,",  D(R)  ",25.7	,0.2	,1.3	,0.1	
Alexis Blin,",  DMC  ",22.9	,0.1	,0.6	,-	
Gerson,",  M(CLR)  ",17.6	,-	,0.3	,-	
Lassine Sinayoko,",  AM(R)  ",20.9	,0.2	,0.6	,0.1	
Haris Belkebla,",  DMC  ",38.3	,0.1	,1.5	,-	
Unai Núñez,",  D(C)  ",57.2	,-	,4.1	,-	
Francis Coquelin,",  M(CLR)  ",17.9	,0.1	,0.6	,0.1	
Pedro Chirivella,",  DMC  ",58.6	,0.1	,5.4	,0.1	
Gabriel Paulista,",  D(CR)  ",38.2	,-	,2.9	,-	
Konstantinos Tsimikas,",  D(L)  ",20.7	,1.1	,0.4	,-	
Takehiro Tomiyasu,",  D(CLR)  ",21.9	,0.2	,1	,-	
Souleyman Doumbia,",  D(L),M(L)  ",31.6	,0.5	,0.9	,-	
Stole Dimitrievski,",  GK  ",24	,-	,3.9	,-	
Emanuele Valeri,",  M(L)  ",18.9	,0.9	,0.9	,-	
Rubén Sobrino,",  AM(CLR),FW  ",16.5	,-	,0.2	,-	
Wilson Odobert,",  Forward  ",12.1	,0.2	,0.2	,-	
Nemanja Radonjic,",  M(CLR)  ",13.5	,0.6	,0.4	,0.1	
Yan Couto,",  D(R),M(R)  ",25.8	,0.4	,1	,-	
Agustín Marchesín,",  GK  ",28.6	,-	,6	,-	
Arkadiusz Reca,",  D(L),M(L)  ",26.9	,1	,1.5	,-	
Arnaud Nordin,",  AM(CLR),FW  ",14.7	,0.4	,0.5	,-	
Eric Martel,",  DMC  ",29.7	,0.2	,0.6	,-	
Leonardo Spinazzola,",  D(LR),M(L)  ",28.4	,0.5	,1.8	,0.1	
Pape Gueye,",  DMC  ",24.7	,0.1	,1.2	,-	
Stephan El Shaarawy,",  M(CLR),FW  ",16	,-	,0.9	,-	
Matheus Nunes,",  AM(C)  ",25.7	,0.1	,1.8	,-	
Renato Tapia,",  D(C),DMC  ",32.5	,0.1	,3	,-	
Fernando Calero,",  D(C)  ",33.7	,-	,2.6	,-	
Hugo Magnetti,",  DMC  ",24.3	,0.3	,2.3	,-	
Thomas Ouwejan,",  D(L),M(L)  ",26.5	,2.4	,1.3	,-	
Mathias Pereira Lage,",  M(CLR)  ",18.4	,0.1	,0.9	,-	
Adam Hlozek,",  AM(CL),FW  ",10.6	,0.4	,0.3	,0.1	
Sebastiano Luperto,",  D(C)  ",38.7	,0.1	,2.2	,0.1	
﻿András Schäfer,",  M(C)  ",18.8	,0.1	,0.2	,0.1	
Ezri Konsa,",  D(CR)  ",43.6	,0.1	,1.9	,0.1	
Mathías Olivera,",  D(L),M(L)  ",25.2	,0.2	,0.8	,-	
Joe Worrall,",  D(C)  ",38.7	,-	,2.5	,-	
Matty Cash,",  D(R),M(CLR)  ",31.5	,0.7	,1.3	,0.1	
Daniel Podence,",  AM(CLR),FW  ",22.7	,0.5	,1	,-	
Pablo Fornals,",  M(CLR)  ",25.6	,0.3	,1.9	,0.1	
Martín Satriano,",  FW  ",13	,0.1	,0.2	,-	
Robin Koch,",  D(C),DMC  ",50.6	,-	,2.6	,-	
Lewis Dunk,",  D(C)  ",68.6	,-	,5.1	,-	
Christian Groß,",  D(C),DMC  ",30.9	,0.1	,0.9	,0.1	
Razvan Marin,",  M(C)  ",36.5	,0.5	,2.5	,-	
Piero Hincapié,",  D(CL)  ",51.2	,0.2	,1.5	,0.1	
Adam Smith,",  D(LR),M(LR)  ",32.1	,0.6	,2	,-	
Clerc,",  D(L),M(L)  ",34.4	,0.3	,0.9	,-	
Andrea Pinamonti,",  FW  ",16	,0.1	,0.1	,0.1	
Robert Sánchez,",  GK  ",29.5	,-	,4.3	,-	
Lukás Hrádecky,",  GK  ",29.4	,-	,5.6	,-	
Brandon Soppy,",  D(R),M(LR)  ",18.4	,0.2	,0.5	,-	
Yan Valery,",  D(CR),M(R)  ",24.4	,0.2	,1.3	,-	
Rubén Peña,",  D(R),M(LR)  ",17.8	,0.5	,1	,-	
Lucas Perrin,",  D(C)  ",30.8	,0.1	,2.2	,-	
Gianluca Scamacca,",  FW  ",11.3	,0.1	,0.8	,-	
Roberto Soriano,",  AM(CLR)  ",17.7	,0.1	,0.6	,0.3	
Hugo Ekitike,",  FW  ",9.7	,-	,0.2	,-	
Kevin Vogt,",  D(CR),M(C)  ",60.5	,-	,5.4	,-	
Miguel Gutiérrez,",  D(L)  ",28.8	,0.8	,0.8	,0.1	
Antonio Candreva,",  M(CLR)  ",36.8	,1.1	,2.7	,0.1	
Takumi Minamino,",  AM(CLR),FW  ",10.4	,0.4	,0.2	,-	
Miha Blazic,",  D(C)  ",54.6	,-	,3.8	,-	
Linton Maina,",  M(CLR),FW  ",13.1	,0.6	,0.1	,-	
Luka Jovic,",  FW  ",9.9	,-	,0.6	,-	
Matt Targett,",  D(L),M(L)  ",22.4	,0.5	,0.8	,-	
Kevin Agudelo,",  AM(CR),FW  ",19.4	,0.3	,0.7	,0.1	
James Milner,",  D(LR),M(CLR)  ",24	,0.7	,1.7	,0.1	
Dimitri Liénard,",  D(L),M(CL)  ",29.5	,1.2	,2.4	,-	
Lucas Olaza,",  D(L),M(L)  ",28.6	,0.8	,1.8	,-	
Valentino Lazaro,",  D(R),M(CLR)  ",32.5	,1.2	,1.1	,-	
Luca Zanimacchia,",  AM(C)  ",19.5	,1.1	,0.4	,-	
Ante Budimir,",  FW  ",7.8	,-	,-	,-	
Sergio Herrera,",  GK  ",32.7	,-	,10.4	,-	
Maximilian Bauer,",  D(C)  ",29.3	,-	,2.6	,-	
Martin Braithwaite,",  AM(CLR),FW  ",12.9	,-	,0.4	,-	
Álex Fernández,",  M(CL),FW  ",23.7	,0.3	,0.8	,-	
Federico Ceccherini,",  D(C)  ",29.9	,-	,2	,-	
Tyrick Mitchell,",  D(L)  ",32.9	,0.1	,1.2	,-	
Adama Traoré,",  M(CLR),FW  ",14.3	,0.9	,0.3	,-	
Cristian Buonaiuto,",  Midfielder  ",14.2	,0.6	,0.4	,-	
Álvaro Aguado,",  M(C)  ",31.3	,0.3	,3.5	,0.2	
Alexander Schwolow,",  GK  ",32.7	,-	,9.5	,-	
Isak Hien,",  D(C)  ",31	,0.1	,1.5	,-	
Jakub Kaminski,",  M(LR)  ",14.8	,0.2	,0.2	,-	
Jean-Victor Makengo,",  AM(CL)  ",20.8	,0.1	,0.3	,-	
Alejandro Pozo,",  D(R),M(R)  ",26.8	,0.7	,2.1	,-	
Arthur Cabral,",  FW  ",7.8	,-	,0.3	,-	
Erik Lamela,",  AM(CLR),FW  ",29.2	,0.3	,0.8	,-	
Cristhian Stuani,",  AM(CLR),FW  ",5.8	,0.1	,0.3	,-	
Iván Sánchez,",  AM(CR)  ",21.5	,0.5	,1.3	,-	
Yoann Salmier,",  D(C)  ",42.6	,-	,2.7	,-	
Chris Mepham,",  D(C)  ",41	,-	,1.9	,-	
Pietro Terracciano,",  GK  ",29.8	,-	,7.1	,-	
Fábio Carvalho,",  AM(CL)  ",11.9	,0.1	,0.2	,-	
Marius Bülter,",  D(R),M(CLR),FW  ",20.2	,0.7	,0.5	,0.1	
Mads Pedersen,",  D(L),M(CL)  ",14.8	,0.5	,0.7	,-	
Mattias Svanberg,",  M(CL)  ",11.1	,0.3	,0.3	,-	
Darko Brasanac,",  M(CR)  ",13.9	,0.1	,0.3	,-	
Milan Skriniar,",  D(C)  ",67	,-	,2.7	,-	
Nahuel Molina,",  D(R),M(R)  ",42.3	,0.6	,2.3	,0.1	
Théo Le Bris,",  Defender  ",21.3	,0.1	,0.4	,-	
Benno Schmitz,",  D(CLR)  ",30.5	,0.9	,1.8	,-	
Romano Schmid,",  AM(CL)  ",31.5	,0.1	,1.3	,0.1	
Jérémie Bela,",  M(LR)  ",13.4	,0.2	,0.1	,-	
Srdjan Babic,",  D(C)  ",42.7	,0.1	,2.8	,-	
Omar Colley,",  D(C)  ",46.2	,-	,2.7	,-	
Jean-Kévin Duverne,",  D(CLR)  ",36.9	,0.2	,3.1	,-	
Gaetan Perrin,",  Forward  ",9.9	,-	,0.5	,-	
Fredrik Jensen,",  AM(C),FW  ",15.8	,0.5	,1.2	,-	
Jean-Eudes Aholou,",  DMC  ",18.8	,-	,0.8	,0.3	
Matheus Cunha,",  AM(CL),FW  ",7.2	,0.1	,0.2	,0.1	
Dodô,",  D(R)  ",43.8	,0.1	,1.8	,-	
Aihen Muñoz,",  D(L)  ",32.4	,0.6	,0.8	,-	
Erik Palmer-Brown,",  D(C)  ",35.3	,0.1	,1.9	,-	
Álvaro Negredo,",  FW  ",10	,-	,0.5	,0.1	
Bafodé Diakité,",  D(CR)  ",47.4	,0.1	,1.8	,-	
Fabio Depaoli,",  D(R),DMC,M(LR)  ",16.2	,0.6	,1	,-	
Carlos Gruezo,",  DMC  ",21	,-	,2.3	,0.1	
Vladimír Coufal,",  D(R),M(R)  ",29.3	,0.6	,1.4	,-	
Marcos Senesi,",  D(C)  ",35.9	,0.1	,2.9	,-	
Charles Aránguiz,",  M(C)  ",29.7	,-	,1	,-	
Unai López,",  M(CR)  ",31.1	,0.5	,3.6	,-	
Bartosz Bereszynski,",  D(CLR),M(R)  ",32.7	,0.2	,1.1	,-	
Christopher Antwi-Adjei,",  AM(CLR)  ",9.1	,0.5	,0.4	,-	
Moussa Dembele,",  FW  ",9.9	,-	,-	,-	
Jørgen Strand Larsen,",  FW  ",12.1	,-	,0.3	,-	
Elseid Hysaj,",  D(LR),M(R)  ",20.4	,0.1	,0.5	,0.1	
Mickaël Alphonse,",  D(R)  ",23.6	,0.3	,1.3	,-	
Cyrille Bayala,",  AM(R)  ",15.4	,0.1	,0.4	,-	
Alfonso Espino,",  D(L)  ",29.1	,0.3	,1.1	,-	
Emil Forsberg,",  AM(CLR),FW  ",18.8	,-	,0.6	,-	
Ludovic Ajorque,",  FW  ",17.6	,-	,0.4	,-	
Jordan Zemura,",  D(L)  ",22.5	,0.3	,0.6	,-	
Stefan Mitrovic,",  D(C)  ",26.8	,-	,2.2	,-	
Thomas Mangani,",  M(C)  ",26.8	,0.9	,2.8	,0.1	
Lameck Banda,",  AM(L)  ",12.2	,0.1	,0.1	,-	
Bevic Moussiti-Oko,",  FW  ",7.9	,-	,-	,-	
Nadiem Amiri,",  M(CLR)  ",17.9	,-	,0.6	,-	
Jon Pacheco,",  D(C)  ",55.1	,-	,2	,-	
Kristian Thorstvedt,",  M(C)  ",19.6	,0.1	,0.5	,-	
Samuele Birindelli,",  M(R)  ",20.3	,1.2	,0.6	,-	
Tyrell Malacia,",  D(L)  ",23.8	,0.2	,0.6	,-	
Karim Adeyemi,",  AM(R),FW  ",15.2	,-	,0.4	,-	
Silvan Widmer,",  D(CR),M(R)  ",27.8	,0.1	,1.2	,-	
Andrea Consigli,",  GK  ",41	,-	,9.8	,-	
Nicola Zalewski,",  M(L)  ",24.4	,0.4	,1.9	,0.1	
Amine Salama,",  FW  ",9.5	,-	,0.1	,-	
Ivan Sunjic,",  DMC  ",24.1	,-	,1.2	,0.1	
Rafa Mir,",  FW  ",9.3	,-	,0.1	,-	
Darko Lazovic,",  M(CLR)  ",22.6	,0.9	,1.1	,0.2	
Joakim Maehle,",  D(LR),M(LR)  ",28.5	,0.2	,0.8	,0.1	
Gian Marco Ferrari,",  D(C)  ",48.8	,-	,4.6	,-	
Adrien Thomasson,",  M(CLR)  ",32.7	,0.2	,1	,0.1	
Rick Karsdorp,",  D(R),M(R)  ",23.9	,0.1	,1.3	,0.2	
Mitchell van Bergen,",  AM(LR),FW  ",7.6	,0.5	,0.1	,-	
Mateo Kovacic,",  M(CL)  ",43.8	,0.1	,1.6	,0.1	
Thomas Henry,",  FW  ",14.1	,-	,0.3	,0.1	
Cristiano Ronaldo,",  M(L),FW  ",15.8	,-	,0.1	,-	
Joaquín Correa,",  AM(CL),FW  ",6.8	,-	,0.3	,0.2	
Victor Chust,",  D(C)  ",35.5	,-	,5.1	,-	
Matheus Henrique,",  M(C)  ",27.9	,-	,1.3	,-	
Sanjin Prcic,",  M(C)  ",39.2	,0.4	,4.2	,0.2	
Rubén Vargas,",  AM(CLR),FW  ",11.5	,0.1	,0.3	,-	
Rodrigo Riquelme,",  AM(C)  ",15.2	,0.2	,0.4	,-	
Jérémy Le Douaron,",  AM(L),FW  ",8	,0.1	,-	,-	
Charles Pickel,",  M(C)  ",27.9	,-	,0.9	,-	
Nemanja Maksimovic,",  M(C)  ",15.8	,0.1	,0.3	,-	
Marlon Santos,",  D(C)  ",48.8	,0.3	,1.9	,-	
Sofyan Amrabat,",  DMC  ",44.2	,0.4	,4.8	,-	
Michail Antonio,",  D(R),M(CLR),FW  ",7.6	,0.1	,0.1	,-	
Miguel Veloso,",  M(C)  ",26.6	,1	,2.3	,0.1	
Gonçalo Guedes,",  AM(CLR),FW  ",14.1	,0.6	,0.7	,-	
Leandro Paredes,",  DMC  ",28.7	,0.4	,2.1	,-	
Thomas Delaine,",  D(L),M(LR)  ",22.9	,0.7	,0.3	,-	
Elvis Rexhbecaj,",  M(C)  ",25.4	,0.1	,0.9	,-	
Íñigo Eguaras,",  M(C)  ",25.9	,0.1	,1.8	,0.3	
Rodri,",  AM(LR)  ",29.2	,0.2	,0.8	,-	
Joseba Zaldua,",  D(R)  ",21.4	,0.3	,1.1	,-	
Lee Buchanan,",  D(L),M(L)  ",9.9	,0.1	,0.9	,-	
Sergi Gómez,",  D(CR)  ",40.6	,0.1	,3.4	,-	
Thilo Kehrer,",  D(CLR),M(R)  ",47.3	,0.1	,2	,-	
